Topic,Count,Name,Representation,Representative_Docs
236,38,236_stock analysis_investortools_analysis warren_detailed fundamental,"['stock analysis', 'investortools', 'analysis warren', 'detailed fundamental', 'based stock', 'factor based', 'martin zweig', 'zweig', 'analysis', 'detailed']","['__TICKER__ Quantitative Stock Analysis - Martin Zweig', '__TICKER__ Factor-Based Stock Analysis - Warren Buffett', '__TICKER__ Factor-Based Stock Analysis - Martin Zweig']"
237,38,237_outperforming_outperforming finance_stocks year_stock outperforming,"['outperforming', 'outperforming finance', 'stocks year', 'stock outperforming', 'finance stocks', 'stock underperforming', 'outperforming amp', 'finance', 'underperforming', 'outperforming nasdaq']","['Is Robinhood Markets (HOOD) Outperforming Other Finance Stocks This Year?', 'Is Nasdaq Stock Outperforming the S&amp;P 500?', 'Is Ameriprise Financial (AMP) Outperforming Other Finance Stocks This Year?']"
238,38,238_ago_years ago_invested_invested years,"['ago', 'years ago', 'invested', 'invested years', 'years', 'invested intercontinental', 'exchange years', 'invested group', 'group years', 'year ago']","['Those who invested in __COMPANY__ ( __TICKER__ ) three years ago are up 29%', 'Those who invested in __COMPANY__ ( __TICKER__ ) three years ago are up 25%', 'Those who invested in __COMPANY__ ( __TICKER__ ) five years ago are up 36%']"
239,37,239_results reports_reports quarter_results mellon_2022 results,"['results reports', 'reports quarter', 'results mellon', '2022 results', 'mellon reports', '2023 results', 'results', 'reports', 'quarter', 'quarter 2022']","['__COMPANY__ Mellon Reports Third Quarter 2023 Results', '__COMPANY__ Mellon Reports First Quarter 2022 Results', '__COMPANY__ Mellon Reports Third Quarter 2022 Results']"
240,37,240_strategic reduction_reduction_corp strategic_strategic,"['strategic reduction', 'reduction', 'corp strategic', 'strategic', 'holdings corp', 'holdings', 'amp strategic', 'corp', 'holdings chase', 'buffett recent']","[""Warren Buffett's Strategic Reduction in __COMPANY__ Shares"", ""__COMPANY__ Corp's Strategic Reduction in M/I Homes Inc Holdings"", ""Warren Buffett's Strategic Reduction in __COMPANY__ Holdings""]"
241,37,241_calculation_calculation parameter_capital calculation_ccp,"['calculation', 'calculation parameter', 'capital calculation', 'ccp', 'ccp capital', 'changes ccp', 'parameter', 'changes', '16 changes', 'changes rulebooks']","['no 1/17 Changes in CCP Capital Calculation Parameter', 'no 7/16 Changes in CCP Capital Calculation Parameter', 'no 1/16 Changes in CCP Capital Calculation Parameter']"
242,37,242_burn hedge_going burn_burn_going,"['burn hedge', 'going burn', 'burn', 'going', 'hedge funds', 'hedge', 'funds', 'ebay', 'wix', 'ebay ebay']","['Is Broadcom Inc (AVGO) Going to Burn These Hedge Funds?', 'Is American Express Company (AXP) Going to Burn These Hedge Funds?', 'Is BlackRock, Inc. (BLK) Going to Burn These Hedge Funds?']"
243,36,243_enhance_strategic alliance_support clients_partnership,"['enhance', 'strategic alliance', 'support clients', 'partnership', 'announces strategic', 'strategic', 'insurance trust', 'expands', 'canadians', 'alternative']","['__COMPANY__ and Pattison Food Group expand partnership to bring added convenience and everyday value to shoppers in Western Canada', '__COMPANY__ and Lincoln Financial Merge Insurance Trust Funds, Joining Forces to Enhance Offerings in the Variable Insurance Trust Space', 'FundGuard Announces a Strategic Alliance with __TICKER__ to Enhance User Experience with Investment Accounting with Comprehensive Data Integration']"
244,36,244_kong wealth_ante_sees_opportunities,"['kong wealth', 'ante', 'sees', 'opportunities', 'annual fee', 'fink sees', 'platinum', 'fink', 'saudi arabia', 'arabia']","['Nasdaq Applauds Signing of Senate Bill 29, Strengthening Texas’ Standing as a National Leader in Corporate Governance and Innovation', ""Hong Kong Wealth Management Market Outlook to 2030 | New Regulations Boost Transparency in Hong Kong's Wealth Management Sector, Enhancing Consumer Trust"", 'American Express unveils refreshed Platinum card with $895 annual fee, upping the ante in luxury cards']"
245,36,245_release conference_announces date_earnings release_markets announces,"['release conference', 'announces date', 'earnings release', 'markets announces', 'release', 'date quarter', 'conference cboe', 'conference', 'kbw announces', 'announces index']","['Cboe Global Markets Announces Date of First-Quarter 2025 Earnings Release and Conference Call', 'Cboe Global Markets Announces Date of Third-Quarter 2021 Earnings Release and Conference Call', 'Cboe Global Markets Announces Date of First-Quarter 2021 Earnings Release and Conference Call']"
246,36,246_stocks invest_invest_invest 10_best,"['stocks invest', 'invest', 'invest 10', 'best', '10 best', 'invest 12', 'invest best', 'invest 15', '15 best', 'invest 11']","['10 Best European Bank Stocks To Invest In', '15 Best Value Stocks to Invest In', '15 Best Income Stocks To Invest In']"
247,36,247_best income_income stocks_income_buy oct,"['best income', 'income stocks', 'income', 'buy oct', 'best', 'stocks buy', 'buy nov', 'buy july', 'oct', 'nov best']","['Best Income Stocks to Buy for Oct. 21', 'Best Income Stocks to Buy for Oct. 24', 'Best Income Stocks to Buy for Nov. 7']"
248,36,248_earnings report_report earnings_report_report goldman,"['earnings report', 'report earnings', 'report', 'report goldman', 'goldman earnings', '10 earnings', 'resources earnings', 'report nasdaq', 'earnings', 'report franklin']","['Why Is __COMPANY__ __TICKER__ Up 8.5% Since Last Earnings Report?', 'Why Is __TICKER__ __TICKER__ Up 8.8% Since Last Earnings Report?', 'Why Is __COMPANY__ __TICKER__ Up 2.5% Since Last Earnings Report?']"
249,36,249_wind_operations_wind russia_russian operations,"['wind', 'operations', 'wind russia', 'russian operations', 'retail banking', 'withdraws', 'course backlash', 'end local', 'remaining russian', 'presence mena']","['UPDATE 1- __COMPANY__ to wind down Russia business', '__COMPANY__ to wind down in Russia, reversing course after backlash', 'RPT-UPDATE 6- __COMPANY__ to wind down in Russia, reversing course after backlash']"
250,36,250_list advisor_named forbes_forbes_advisors list,"['list advisor', 'named forbes', 'forbes', 'advisors list', 'advisor', 'named', 'wealth advisors', 'forbes shook', 'shook', 'list']","['__TICKER__ Advisor David Schachter Named to Forbes/SHOOK Best-in-State Wealth Advisors List 2022', '__TICKER__ advisor Daniel Green named to Forbes Best-In-State Wealth Advisors list', '__TICKER__ Advisor David Schachter Named to Forbes/SHOOK Best-in-State Wealth Advisors List']"
251,36,251_release conference_earnings release_release_group announces,"['release conference', 'earnings release', 'release', 'group announces', 'announces quarter', 'group release', 'quarter financial', 'bank group', 'results group', 'media advisory']","['__TICKER__ Group Inc. Announces First-Quarter 2023 Earnings Release, Conference Call', '__TICKER__ Group Inc. Announces First-Quarter 2025 Earnings Release, Conference Call', '__TICKER__ Group Inc. Announces Third-Quarter 2025 Earnings Release, Conference Call']"
252,36,252_039_stocks hedge_stocks 039_funds buying,"['039', 'stocks hedge', 'stocks 039', 'funds buying', '039 ll', 'buying soon', 'buying', 'regret buying', 'll regret', 'hedge funds']","['3 Dow Stocks You&#039;ll Regret Not Buying Soon: November 2023', '3 Blue-Chip Stocks You&#039;ll Regret Not Buying Soon: November 2023', '3 Value Stocks You&#039;ll Regret Not Buying Soon: November 2023']"
253,36,253_swap_benchmark_swap rate_benchmark administration,"['swap', 'benchmark', 'swap rate', 'benchmark administration', 'sofr', 'administration', 'spread adjusted', 'usd sofr', 'adjusted swap', 'group introduce']","['__TICKER__ Benchmark Administration Launches ‘Beta’ USD SOFR __TICKER__ Swap Rate® Swap Spreads and EUR €STR __TICKER__ Swap Rates®', '__TICKER__ Benchmark Administration Provides Update on its Intention to Launch USD SOFR Spread-Adjusted __TICKER__ Swap Rate® as a Benchmark', '__TICKER__ Benchmark Administration Launches ‘Beta’ USD SOFR __TICKER__ Swap Rate® and USD SOFR Spread-Adjusted __TICKER__ Swap Rate® to Assist Non-Linear Market in its Transition to SOFR']"
254,36,254_card rates_world reserve_yen comeback_time capitalize,"['card rates', 'world reserve', 'yen comeback', 'time capitalize', 'time big', 'thresholds tested', 'trade sweet', 'things interesting', 'bears sees', 'banks passed']","['Stocks Face ‘Critical Tipping Point’ as Key Thresholds Tested', 'QQQ is bleeding assets, but are ETF investors ‘finally bailing’ on growth stocks just as tech stocks jump in 2023?', 'BlackRock expects economy to flatline for a year before inflation returns in 2024. Get ready for a generational shift to ‘full-employment stagnation’']"
255,35,255_jump turn_strength seen_turn strength_strength,"['jump turn', 'strength seen', 'turn strength', 'strength', 'stock higher', 'expected beat', 'estimates stock', 'seen', 'turn', 'strength strength']","['Strength Seen in Ameriprise __TICKER__ : Can Its 3.8% Jump Turn into More Strength?', 'Strength Seen in __COMPANY__ __TICKER__ : Can Its 5.9% Jump Turn into More Strength?', 'Strength Seen in __COMPANY__ __TICKER__ : Can Its 5.8% Jump Turn into More Strength?']"
256,35,256_investors pleased_pleased_return years_return,"['investors pleased', 'pleased', 'return years', 'return', 'years', 'pleased solid', 'pleased decent', 'years investors', 'blackrock investors', 'pleased notable']","[""BlackRock's ( __TICKER__ ) investors will be pleased with their decent 72% return over the last five years"", ""T. Rowe Price Group's ( __TICKER__ ) investors will be pleased with their 3.8% return over the last five years"", ""__COMPANY__ 's ( __TICKER__ ) investors will be pleased with their 28% return over the last three years""]"
257,35,257_preliminary month_end assets_reports preliminary_month end,"['preliminary month', 'end assets', 'reports preliminary', 'month end', 'preliminary', 'assets management', 'group reports', 'price group', '2021 rowe', 'assets']","['T. Rowe Price Group Reports Preliminary Month-end Assets Under Management For May 2021', 'T. ROWE PRICE GROUP REPORTS PRELIMINARY MONTH-END ASSETS UNDER MANAGEMENT FOR JUNE 2023', 'T. ROWE PRICE GROUP REPORTS PRELIMINARY MONTH-END ASSETS UNDER MANAGEMENT FOR JUNE 2024']"
258,35,258_announce quarter_announce_quarter results_announce second,"['announce quarter', 'announce', 'quarter results', 'announce second', '2023 announce', '2024 announce', '2022 announce', 'quarter', '2025 announce', 'earnings oct']","['__COMPANY__ to Announce First Quarter 2022 Earnings on April 14, 2022', '__COMPANY__ to Announce Third Quarter 2021 Earnings on Oct. 14, 2021', '__COMPANY__ to Announce Third Quarter 2022 Earnings on Oct. 14, 2022']"
259,35,259_brookfield raises_raises_raises record_transition fund,"['brookfield raises', 'raises', 'raises record', 'transition fund', 'raises billion', 'infrastructure', 'blackrock raises', 'raises 250', 'transition', 'fund brookfield']","[""UPDATE 2-Canada's Brookfield raises record $28 billion for infrastructure fund"", ""Canada's Brookfield raises record $28 billion for infrastructure fund"", 'Brookfield raises $7 billion for global energy transition fund']"
260,35,260_affirms_moody_moody affirms_ratings,"['affirms', 'moody', 'moody affirms', 'ratings', 'changes outlook', 'affirms credit', 'best affirms', 'credit ratings', 'stable', 'outlook']","[""Moody's affirms Ayvens' A1 rating, changes outlook to stable"", ""Tarjeta Naranja S.A. -- Moody's affirms ratings for Argentinean financial institutions; changes outlook to stable"", ""Banco Macro S.A. -- Moody's affirms ratings for Argentinean financial institutions; changes outlook to stable""]"
261,35,261_strategic acquisition_corp strategic_shares corp_acquisition,"['strategic acquisition', 'corp strategic', 'shares corp', 'acquisition', 'strategic', 'amp strategic', 'corp', 'chase amp', 'shares chase', 'shares']","[""__COMPANY__ Corp's Strategic Acquisition of Biogen Inc Shares"", ""__COMPANY__ Corp's Strategic Acquisition of 3M Co Shares"", ""__COMPANY__ Corp's Strategic Acquisition of Shares in Ocugen Inc""]"
262,35,262_meeting_annual meeting_annual_meeting shareholders,"['meeting', 'annual meeting', 'annual', 'meeting shareholders', 'announces preliminary', '2022 annual', 'preliminary', 'annual general', '2021 annual', 'voting results']","['__TICKER__ Group Inc. Announces Preliminary Results from its 2022 Annual Meeting of Shareholders', '__COMPANY__ Announces Preliminary Voting Results of 2021 Annual Meeting of Shareholders', '__COMPANY__ Announces Preliminary Voting Results of 2022 Annual Meeting of Shareholders']"
263,35,263_funds love_love_funds illusioned_illusioned,"['funds love', 'love', 'funds illusioned', 'illusioned', 'hedge funds', 'hedge', 'funds', 'limited baba', 'baba', 'group holding']","['Were Hedge Funds Illusioned With Alibaba Group Holding Limited (BABA)?', 'Do Hedge Funds Love BlackRock, Inc. (BLK)?', 'Do Hedge Funds Still Love Alibaba Group Holding Limited (BABA)?']"
264,34,264_earnings trends_trends highlights_zacks earnings_trends,"['earnings trends', 'trends highlights', 'zacks earnings', 'trends', 'bank earnings', 'highlights bank', 'stocks earnings', 'zacks', 'expectations zacks', 'lead reports']","['Zacks Earnings Trends Highlights: __COMPANY__ , __COMPANY__ , __COMPANY__ , __COMPANY__ , __COMPANY__ and __COMPANY__', 'Zacks Earnings Trends Highlights: __COMPANY__ , __COMPANY__ , __COMPANY__ , and __COMPANY__', 'Zacks Earnings Trends Highlights: __COMPANY__ and __COMPANY__']"
265,34,265_host_host quarter_utilities host_conference,"['host', 'host quarter', 'utilities host', 'conference', 'results conference', 'management host', 'earnings conference', 'host second', 'results host', 'quarter']","['Brookfield Asset Management to Host Third Quarter 2025 Results Conference Call', 'Brookfield Asset Management to Host First Quarter 2025 Results Conference Call', 'Brookfield Asset Management to Host Third Quarter 2022 Results Conference Call']"
266,34,266_industry outlook_zacks industry_outlook highlights_industry,"['industry outlook', 'zacks industry', 'outlook highlights', 'industry', 'zacks', 'outlook', 'highlights', 'exchange cme', 'cme', 'highlights intercontinental']","['Zacks Industry Outlook Highlights Intercontinental Exchange, CME Group, Cboe, Global Markets, Nasdaq and MarketAxess Holdings', 'Zacks Industry Outlook Highlights Intercontinental Exchange, CME Group, Cboe Global Markets, Nasdaq and MarketAxess', 'Zacks Industry Outlook Highlights Intercontinental Exchange, CME Group, Nasdaq and Cboe Global Markets']"
267,34,267_aum_favorable markets_aum rises_favorable,"['aum', 'favorable markets', 'aum rises', 'favorable', 'markets rowe', 'rises favorable', 'july aum', 'sequential', 'rowe price', 'rowe']","[""Franklin's __TICKER__ October AUM Rises 2.1% on Favorable Markets"", ""Franklin's __TICKER__ July AUM Rises 3.6% on Favorable Markets"", ""Franklin's __TICKER__ July AUM Rises 1.4% on Favorable Markets""]"
268,34,268_today shares_falling today_today stock_today,"['today shares', 'falling today', 'today stock', 'today', 'falling', 'trading lower', 'stock falling', 'lower today', 'shares trading', 'shares']","['Why __COMPANY__ __TICKER__ Stock Is Falling Today', 'Why __COMPANY__ Stock Was Falling Today', 'Why __COMPANY__ Stock Is Falling Today']"
269,34,269_emissions_reduction targets_targets_carbon,"['emissions', 'reduction targets', 'targets', 'carbon', 'nature based', 'portfolio 2050', 'pledges net', 'emissions reduction', 'emissions finance', 'finance portfolio']","['__COMPANY__ pledges net zero emissions in finance portfolio by 2050', 'UPDATE 1- __COMPANY__ pledges net zero emissions in finance portfolio by 2050', 'UPDATE 2- __COMPANY__ pledges net zero emissions in finance portfolio by 2050']"
270,34,270_stock soared_soared_surged higher_today,"['stock soared', 'soared', 'surged higher', 'today', 'stock zoomed', 'zoomed', 'rocketed', 'surged', 'stock surged', 'higher']","['Why GreenSky Stock Soared 53% Today', 'Why Citizens Financial Group Stock Soared in June', 'Why American Eagle Outfitters Stock Soared 45% Higher This Week']"
271,34,271_things watch_things_watch_earnings things,"['things watch', 'things', 'watch', 'earnings things', 'sentiment things', 'consumer sentiment', 'producer prices', 'watch producer', 'producer', 'watch earnings']","['Bank earnings, UnitedHealth reports, consumer sentiment: 3 things to watch', 'Charles Schwab, Retail Sales, Consumer Sentiment: 3 Things to Watch', 'Bank earnings, UnitedHealth, consumer sentiment: 3 things to watch']"
272,34,272_etf cash_announces etf_cash distributions_global asset,"['etf cash', 'announces etf', 'cash distributions', 'global asset', 'distributions', 'management announces', '2022 global', 'cash', '2023 global', '2024 global']","['__COMPANY__ Global Asset Management Inc. announces __COMPANY__ ETF cash distributions for June 2023', '__COMPANY__ Global Asset Management Inc. announces __COMPANY__ ETF cash distributions for June 2024', '__COMPANY__ Global Asset Management Inc. announces __COMPANY__ ETF cash distributions for July 2024']"
273,34,273_ceo jamie_economy ceo_ceo_dimon,"['ceo jamie', 'economy ceo', 'ceo', 'dimon', 'jamie dimon', 'jamie', 'investors worried', 'unprecedented', 'recession', 'worse']","['__COMPANY__ CEO Jamie Dimon Just Warned of Unprecedented Risks for the US Economy', ""__COMPANY__ CEO Jamie Dimon: Russia-Ukraine war, inflation will have 'unprecedented' economic impact"", '__COMPANY__ CEO says Germany risks becoming ‘the sick man of Europe’ unless structural fixes are made: ‘Something urgently needs to change here’']"
274,34,274_mutual funds_mutual_returns_invesco mutual,"['mutual funds', 'mutual', 'returns', 'invesco mutual', 'returns ranked', 'ranked invesco', 'solid returns', 'funds solid', 'funds', 'ranked']","['3 Top-Ranked Invesco Mutual Funds for Excellent Returns', '3 Top-Ranked Invesco Mutual Funds to Buy Now for Solid Returns', '3 Invesco Mutual Funds for Solid Returns']"
275,34,275_stock like_like tomorrow_reasons buy_tomorrow,"['stock like', 'like tomorrow', 'reasons buy', 'tomorrow', 'reasons', 'looking blackrock', 'like', 'switching', 'stock does', 'portfolio warren']","[""4 Reasons to Buy Alibaba Stock Like There's No Tomorrow"", ""3 Reasons to Buy SoFi Stock Like There's No Tomorrow"", ""3 Reasons to Buy Berkshire Hathaway Stock Like There's No Tomorrow""]"
276,33,276_miss estimates_earnings revenues_estimates_revenues miss,"['miss estimates', 'earnings revenues', 'estimates', 'revenues miss', 'lags', 'lag estimates', 'miss', 'revenues', 'lag', 'estimates invesco']","['T. Rowe Price __TICKER__ Q3 Earnings and Revenues Miss Estimates', 'Brookfield Asset Management __TICKER__ Q2 Earnings and Revenues Miss Estimates', 'Invesco __TICKER__ Q3 Earnings and Revenues Miss Estimates']"
277,33,277_announces distribution_income fund_distribution_templeton emerging,"['announces distribution', 'income fund', 'distribution', 'templeton emerging', 'markets income', 'fund tei', 'tei', 'distribution templeton', 'templeton', 'emerging markets']","['Templeton Emerging Markets Income Fund (""TEI"" or the ""Fund"") Announces Distribution', 'Templeton Emerging Markets Income Fund (""TEI"") Announces Distribution', 'Templeton Emerging Markets Income Fund (“TEI”) Announces Distribution']"
278,33,278_grow buy_expected grow_earnings expected_grow,"['grow buy', 'expected grow', 'earnings expected', 'grow', 'expected', 'buy does', 'does mean', 'mean stock', 'upgraded strong', 'does']","['__TICKER__ Group __TICKER__ Earnings Expected to Grow: Should You Buy?', '__COMPANY__ __TICKER__ Earnings Expected to Grow: Should You Buy?', '__TICKER__ __TICKER__ Earnings Expected to Grow: Should You Buy?']"
279,33,279_trading statistics_statistics_2018 trading_2017 trading,"['trading statistics', 'statistics', '2018 trading', '2017 trading', '2016 trading', 'trading', '2017', '2018', 'statistics august', 'annual trading']","['Annual Trading Statistics 2017', 'Trading Statistics May 2017', 'Trading Statistics May 2018']"
280,33,280_acquisition corp_acquisition_delisting securities_corp,"['acquisition corp', 'acquisition', 'delisting securities', 'corp', 'delisting', 'market delisting', 'acquisition corporation', 'securities', 'therapeutics', 'holdings']","['Delisting of Securities of Adamas One Corp.; Hempacco Co., Inc.; Iris Acquisition Corp; Aura FAT Projects Acquisition Corp.; Newbury Street Acquisition Corporation; Arogo Capital Acquisition Corp.; Compass Digital Acquisition Corp.; Gritstone bio, Inc.; Notable Labs, Ltd.; and Zapata Computing Holdings Inc. from The Nasdaq Stock Market', 'Delisting of Securities of Vicinity Motor Corp.; Bright Green Corporation; Smart for Life, Inc.; Focus Impact Acquisition Corp.; Cactus Acquisition Corp. 1; AltEnergy Acquisition Corp.; Lilium N.V.; APx Acquisition Corp. I; Integral Acquisition Corporation 1; New Providence Acquisition Corp. II from The Nasdaq Stock Market', 'Delisting of Securities of TLGY Acquisition Corporation; Target Global Acquisition I Corp.; Inception Growth Acquisition Limited; Healthcare AI Acquisition Corp.; Globalink Investment Inc.; BurTech Acquisition Corp; Mountain &amp; Co. I Acquisition Corp.; Pearl Holdings Acquisition Corp; Alpha Star Acquisition Corporation; CF Acquisition Corp. VII; Kairous Acquisition Corp. Limited; Finnovate Acquisition Corp.; Exela Technologies, Inc.; Investcorp Europe Acquisition Corp I; Molecular Templates, Inc.']"
281,33,281_non cumulative_cumulative_shares series_cumulative year,"['non cumulative', 'cumulative', 'shares series', 'cumulative year', 'rate reset', 'year rate', 'nvcc', 'preferred shares', 'reset', 'preferred']","['__COMPANY__ to redeem Non-Cumulative 5-Year Rate Reset First Preferred Shares, Series __TICKER__ and Non-Cumulative 5-Year Rate Reset First Preferred Shares, Series BM', '__TICKER__ Bank Announces Redemption of Non-Cumulative 5-Year Rate Reset Class A First Preferred Shares, Series 7 (NVCC)', '__TICKER__ Bank Announces Redemption of Non-Cumulative 5-Year Rate Reset Class A First Preferred Shares, Series 9 (NVCC)']"
282,33,282_comments euro_comments_euro_czech republic,"['comments euro', 'comments', 'euro', 'czech republic', 'poland zloty', 'zloty', 'koruna', 'republic koruna', 'czech', 'poland']","[""__TICKER__ Comments on Euro, Sterling, Poland's Zloty, Czech Republic's Koruna"", ""__TICKER__ Comments on Euro, Sterling Poland's Zloty, Czech Republic's Koruna"", ""__TICKER__ Comments on Euro, Sterling, Hungary's Forint, Poland's Zloty, Czech Republic's Koruna""]"
283,33,283_signalling caution_insiders sell_signalling_possibly signalling,"['signalling caution', 'insiders sell', 'signalling', 'possibly signalling', 'stock possibly', 'possibly', 'caution', 'insiders', 'caution insiders', 'sell']","['__COMPANY__ Insiders Sell US$4.8m Of Stock, Possibly Signalling Caution', '__COMPANY__ Insiders Sell US$4.1m Of Stock, Possibly Signalling Caution', '__COMPANY__ Insiders Sell US$3.1m Of Stock, Possibly Signalling Caution']"
284,33,284_announces end_end month_stocks settlement_month open,"['announces end', 'end month', 'stocks settlement', 'month open', 'positions nasdaq', 'open short', 'settlement date', 'short positions', 'nasdaq stocks', 'positions']","['Nasdaq Announces End-of-Month Open Short Interest Positions in Nasdaq Stocks as of Settlement Date July 31, 2020', 'Nasdaq Announces End-of-Month Open Short Interest Positions in Nasdaq Stocks as of Settlement Date July 31, 2019', 'Nasdaq Announces End-of-Month Open Short Interest Positions in Nasdaq Stocks as of Settlement Date May 31, 2019']"
285,33,285_ept_form ept_ept non_non ri,"['ept', 'form ept', 'ept non', 'non ri', 'ri', 'non', 'form', 'ri arrow', 'arrow global', 'plc form']","['FORM 8.5 (EPT/NON-RI) - ARROW GLOBAL PLC', 'Form 8.5 (EPT/NON-RI) - Arrow Global plc - Amendment', 'Form 8.5 (EPT/NON-RI) - ARROW GLOBAL PLC AMENDMENT']"
286,32,286_mortgage performance_look mortgage_delinquencies_performance,"['mortgage performance', 'look mortgage', 'delinquencies', 'performance', 'performance delinquencies', 'mortgage', 'look', 'foreclosure', 'foreclosures', 'mortgage monitor']","['__TICKER__ First Look at Mortgage Performance: Delinquencies Up on Calendar Effect; Foreclosure Activity Slowly Trending Higher', '__TICKER__ First Look at Mortgage Performance: Delinquencies Improve and Foreclosures Drop as Prepayments Rise Modestly', '__TICKER__ First Look at Mortgage Performance: Delinquencies Ease in July as Foreclosure Activity Edges Higher']"
287,32,287_arranger_oha_arranger private_oha administrative,"['arranger', 'oha', 'arranger private', 'oha administrative', 'administrative agent', 'administrative', 'lead arranger', 'left arranger', 'lead left', 'private unitranche']","['OHA is Administrative Agent &amp; Lead Left Arranger for Private Refinancing of MedVet', 'OHA is Administrative Agent &amp; Lead Left Arranger of Private Unitranche Financing Supporting Carlyle’s Acquisition of Worldpac', 'OHA is Administrative Agent &amp; Lead Left Arranger of Private Unitranche Financing Supporting Francisco Partners’ Acquisition of Elite']"
288,32,288_trending tickers_tickers_trending_tickers nvidia,"['trending tickers', 'tickers', 'trending', 'tickers nvidia', 'nvidia', 'nvda trending', 'tickers asml', 'tickers tata', 'dow movers', 'tickers tesla']","['Trending tickers: Nvidia, Meta, Tesla, __COMPANY__ and M&amp;G', 'Trending tickers: Nvidia, __COMPANY__ , Moderna and Walmart', 'Trending tickers: Nvidia, __TICKER__ , __COMPANY__ , Aston Martin and Next']"
289,32,289_benchmarking_recap benchmarking_stocks q2_financial exchanges,"['benchmarking', 'recap benchmarking', 'stocks q2', 'financial exchanges', 'exchanges amp', 'amp data', 'rest financial', 'custody bank', 'recap', 'q2 recap']","['Custody Bank Stocks Q2 Recap: Benchmarking __COMPANY__ Mellon ( __TICKER__ )', 'Custody Bank Stocks Q2 Recap: Benchmarking Invesco ( __TICKER__ )', 'Diversified Banks Stocks Q2 Recap: Benchmarking __COMPANY__ ( __TICKER__ )']"
290,32,290_real time_launches digital_introduces_spacs,"['real time', 'launches digital', 'introduces', 'spacs', 'payment', 'launches', 'partners', 'platform', 'uma enable', 'transaction sources']","['__TICKER__ Bank Launches __TICKER__ Online Accounting to Provide Integrated Payment Services to Small Businesses', 'EV Startup Karma Shopping SPACs for Going Public Transaction – Sources', '__TICKER__ and Blockstream Add Cryptocurrency Options Data to Joint Crypto Offering on the __TICKER__ Consolidated Feed']"
291,32,291_weeks_weeks trend_broader market_reversal corner,"['weeks', 'weeks trend', 'broader market', 'reversal corner', 'fell broader', 'trend reversal', 'trend', 'broader', 'corner', 'analysts updated']","[""Nasdaq __TICKER__ Loses 5.4% in 4 Weeks, Here's Why a Trend Reversal May be Around the Corner"", ""__COMPANY__ Chase &amp; Co. __TICKER__ Loses 7.5% in 4 Weeks, Here's Why a Trend Reversal May be Around the Corner"", ""__TICKER__ __TICKER__ Loses 21.4% in 4 Weeks, Here's Why a Trend Reversal May be Around the Corner""]"
292,32,292_celebration_bell_bell celebration_ring nasdaq,"['celebration', 'bell', 'bell celebration', 'ring nasdaq', 'ring', 'nasdaq stock', 'opening', 'opening bell', 'closing bell', 'closing']","['Guy Kawasaki and the Graduating Class of Milestone Makers to Ring Nasdaq Closing Bell Remotely From San Francisco in Celebration of the Nasdaq Entrepreneurial Center’s Two-Year Anniversary', 'NYC Department of Small Business Services to Ring the Nasdaq Stock Market Closing Bell in Celebration of Small Business Saturday', 'NYC Small Business Services to Ring The Nasdaq Stock Market Opening Bell in Celebration of Small Business Saturday']"
293,32,293_new 52_hits new_week high_52 week,"['new 52', 'hits new', 'week high', '52 week', '52', 'hits', 'week', 'high', 'energy etf', 'high energy']","['Ultra Short-Term Bond ETF (GSY) Hits New 52-Week High', 'Energy ETF (PXI) Hits New 52-Week High', 'Short-Term Bond ETF (GSY) Hits New 52-Week High']"
294,32,294_travel_abortions_cover_travel costs,"['travel', 'abortions', 'cover', 'travel costs', 'employees', 'abortion', 'travel expenses', 'require', 'unvaccinated', 'cover employee']","['__COMPANY__ will cover employee travel costs for abortions', 'UPDATE 2- __COMPANY__ to cover U.S. staff travel costs for out-of-state abortions -memo', '__COMPANY__ to cover U.S. staff travel costs for out-of-state abortions -memo']"
295,31,295_funds stand_stand_hedge funds_hedge,"['funds stand', 'stand', 'hedge funds', 'hedge', 'funds', 'cve hedge', 'corporation nue', 'companies team', 'equifax efx', 'energy cve']","['Where Do Hedge Funds Stand On Walmart Inc. (WMT)?', 'Where Do Hedge Funds Stand On Unity Software Inc. (U)?', 'Where Do Hedge Funds Stand On Deere &amp; Company (DE)?']"
296,31,296_mellon report_report quarter_report second_results october,"['mellon report', 'report quarter', 'report second', 'results october', 'results july', 'results april', 'results', 'report fourth', 'report', 'results january']","['__COMPANY__ Mellon to Report Third Quarter 2022 Results on October 17, 2022', '__COMPANY__ Mellon to Report First Quarter 2023 Results on April 18, 2023', '__COMPANY__ Mellon to Report First Quarter 2022 Results on April 18, 2022']"
297,31,297_exit_consumer_consumer banking_exit consumer,"['exit', 'consumer', 'consumer banking', 'exit consumer', 'banking business', 'business', 'business strategy', 'exiting consumer', 'exit mexican', 'strategy revamp']","['__COMPANY__ Arm Enters Deal to Exit Consumer Banking Business in Poland', '__COMPANY__ to exit Mexican consumer banking business in strategy revamp', 'UPDATE 2- __COMPANY__ to exit Mexican consumer banking business in strategy revamp']"
298,31,298_brainer_right brainer_brainer stocks_brainer warren,"['brainer', 'right brainer', 'brainer stocks', 'brainer warren', 'brainer high', 'right', 'buy right', 'brainer dividend', 'stocks buy', 'buffett stocks']","['2 No-Brainer Warren Buffett Stocks to Buy Right Now', '3 No-Brainer Warren Buffett Stocks to Buy Right Now', '5 No-Brainer Warren Buffett Stocks to Buy Right Now']"
